Symbol	Description
SG6H	S&P GSCI Lead Index Excess Return
SG6I	S&P GSCI Lead Index Total Return
SG6J	S&P GSCI Heating Oil Index Excess Return
SG7A	S&P GSCI Lean Hogs Index Excess Return
SG7B	S&P GSCI Lean Hogs Index Total Return
SG7C	S&P GSCI Light Energy Index [CPW4]
SG7D	S&P GSCI Light Energy Index [CPW4] Excess Return
SG7E	S&P GSCI Light Energy Index [CPW4] Total Return
SG7F	S&P GSCI Live Cattle Index
SG7G	S&P GSCI Live Cattle Index Excess Return
SG7H	S&P GSCI Live Cattle Index Total Return
SG7I	S&P GSCI Livestock Index Excess Return
SG7J	S&P GSCI Lean Hogs Index
SG8A	S&P GSCI Natural Gas Index
SG8B	S&P GSCI Natural Gas Index Excess Return
SG8C	S&P GSCI Natural Gas Index Total Return
SG8D	S&P GSCI Nickel Index
SG8E	S&P GSCI Nickel Index Excess Return
SG8F	S&P GSCI Nickel Index Total Return
SG8G	S&P GSCI Non-Energy Index Excess Return
SG8H	S&P GSCI Non-Energy Index
SG8I	S&P GSCI Non-Energy Index Total Return
SG8J	S&P GSCI Livestock Index Total Return
SG9A	S&P GSCI Non-Livestock Index Excess Return
SG9B	S&P GSCI Non-Livestock Index Total Return
SG9C	S&P GSCI Non-Natural Gas Index
SG9D	S&P GSCI Non-Natural Gas Index Excess Return
SG9E	S&P GSCI Non-Natural Gas Index Total Return
SG9F	S&P GSCI Non-Precious Index
SG9G	S&P GSCI Non-Precious Index Excess Return
SG9H	S&P GSCI Non-Precious Index Total Return
SG9I	S&P GSCI Petroleumex-Gas Oil Index
SG9J	S&P GSCI Non-Livestock Index
SGAA	S&P Global Agribusiness Composite Index USD
SGAB	S&P Global Agribusiness Composite Index EUR
SGAC	S&P Global Agribusiness Equity Index
SGAD	S&P Global Agribusiness Equity Index [EURO]
SGCC	S&P GSCI Capped Commodity 35/20 Index
SGCR	S&P GSCI All Metals Capped Index Excess Return
SGDO	S&P Global Dividend Opportunities Index
SGIA	S&P North American Natural Resources Sector Inde
SGIB	S&P North American Technology Sector Index
SGID	S&P North American Technology Software Index
SGIF	S&P North American Technology Multimedia Network
SGIR	S&P GSCI All Metals Index Excess Return
SGJ	S&P GSCI Energy
SGK	S&P GSCI Agriculture
SGLN	SGI Global Security Index [EURO] [TR]
SGLS	SGI Global Security Index [EURO]
SGMA	S&P GSCI All Metals Index
SGME	SGI Global Momentum [NetTR] [EURO] [NetTR] [NEWV
SGMU	SGI Global Momentum [NetTR] [NEWVA]
SGON	S&P Global Dividend Opportunities Index [NetTR]
SGP	S&P GSCI Precious Metals
SGPA	S&P GSCI All Metals Capped Index
SGPG	S&P GSCI Agriculture Capped Index
SGPP	S&P GSCI Capped Commodity 35/20 Index Excess Ret
SGPR	S&P GSCI Agriculture Capped Index Total Return
SGPT	S&P GSCI Capped Commodity 35/20 Index Total Retu
SGQA	S&P GSCI Petroleumex-Gas Oil Index Total Return
SGQB	S&P GSCI Petroleum Index
SGQC	S&P GSCI Petroleum Index Excess Return
SGQD	S&P GSCI Petroleum Index Total Return
SGQE	S&P GSCI Precious Metals Index Excess Return
SGQF	S&P GSCI Precious Metals Index Total Return
SGQG	S&P GSCI Reduced Energy Index [CPW2]
SGQH	S&P GSCI Reduced Energy Index [CPW2] Excess Retu
SGQI	S&P GSCI Reduced Energy Index [CPW2] Total Retur
SGQJ	S&P GSCI Petroleumex GasOil Index Excess Return
SGRC	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SGRE	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SGRG	S&P GSCI Agriculture Capped Index Excess Return
SGRM	Cohen & Steers Global Realty Majors Portfolio [T
SGRT	S&P GSCI Agriculture Capped Component 35/20 EUR
SGSA	S&P GSCI Silver Index
SGSB	S&P GSCI Silver Index Excess Return
SGSC	S&P GSCI Silver Index Total Return
SGSD	S&P GSCI Soybeans Index
SGSE	S&P GSCI Excess Return
SGSF	S&P GSCI Soybeans Index Excess Return
SGSG	S&P GSCI Soybeans Index Total Return
SGSH	S&P GSCI Sugar Index
SGSJ	S&P GSCI Sugar Index Excess Return
SGSK	S&P GSCI Sugar Index Total Return
SGSM	S&P GSCI Ultra-Light Energy Index [CPW8] Excess
SGSN	S&P GSCI Ultra-Light Energy Index [CPW8] Total R
SGSO	S&P GSCI Unleaded Gasoline Index
SGSP	S&P GSCI Unleaded Gasoline Index Excess Return
SGSQ	S&P GSCI Unleaded Gasoline Index Total Return
SGSR	S&P GSCI Wheat Index
SGSS	S&P GSCI Wheat Index Excess Return
SGST	S&P GSCI Wheat Index Total Return
SGSU	S&P GSCI Zinc Index
SGSV	S&P GSCI Zinc Index Excess Return
SGSW	S&P GSCI Zinc Index Total Return
SGSX	S&P GSCI Ultra-LightEnergyIndex [CPW8]
SGT	S&P GSCI Total Return
SGTR	S&P GSCI All Metals Capped Index Total Return
SGV	CASINO GAMING
SGWN	SGI Global Wealth Effect [NetTR]
SGWP	SGI Global Wealth Effect
SGWT	S&P GSCI Select Equal Weight Index Tr
SGX	S&P GSCI FPI Index
SGY	S&P GSCI Industrial Metals
SHTR	S&P 500 HealthCare Equipment & Services [TR]
SIDO	S&P International Dividend Opportunities Index
SIFD	S&P Industrials Stocks Above 5-Day Average
SIFI	S&P Industrials Stocks Above 50-Day Average
SIII	Indus India Index
SIIP	S&P DFFI Index Excess Return
SIIS	S&P DFFI Index
SIIT	S&P DFFI Index Total Return
SIOF	S&P Industrials Stocks Above 150-Day Average
SIOH	S&P Industrials Stocks Above 100-Day Average
SIPR	Brics Nifty 50 Emerging Market Tradable Index Pr
SIRI	S&P Indian Rupee Total Return
SIRP	Cohen & Steers International Realty Majors Portf
SITH	S&P Industrials Stocks Above 200-Day Average
SITR	S&P 500 Insurance [TR]
SITW	S&P Industrials Stocks Above 20-Day Average
SIUT	S&P 500 2x Inverse Daily Index
SJPA	S&P Japan 500
SJPB	S&P Japan Mid Cap 100
SJPC	S&P Japan Small Cap 250 Index
SJPD	S&P TOPIX YEN
SJPE	S&P JES100
SJRI	S&P Japan Regional Index-Tokai
SJTR	S&P 500 Semiconductors & Semiconductor Equipment
SKFD	S&P Info Tech Stocks Above 5-Day Average
SKFI	S&P Info Tech Stocks Above 50-Day Average
SKOF	S&P Info Tech Stocks Above 150-Day Average
SKOH	S&P Info Tech Stocks Above 100-Day Average
SKTH	S&P Info Tech Stocks Above 200-Day Average
SKTR	S&P 500 Materials [TR]
SKTW	S&P Info Tech Stocks Above 20-Day Average
SLAC	S&P LAC40 [US$] [EURO] [NetTR]
SLCN	S&P US Carbon Efficient Index U.S. Carbci Index
SLCT	S&P U.S. Carbon Efficient Index [TR]
SLCU	S&P U.S. Carbon Efficient Index [NetTR]
SLEE	S&P GSCI Light Energy EUR Index
SLER	S&P GSCI Light Energy EUR Index ER
SLEW	S&P 600 Smallcap Equal Weighted Index
SLFD	S&P Telcomm Stocks Above 5-Day Average
SLFI	S&P Telcomm Stocks Above 50-Day Average
SLOF	S&P Telcomm Stocks Above 150-Day Average
SLOH	S&P Telcomm Stocks Above 100-Day Average
SLPE	Global Listed Private Equity Index
SLPX	Cushing 30 MLP Index USD Price Return
SLRT	S&P GSCI Light Energy EUR Index TR
SLTH	S&P Telcomm Stocks Above 200-Day Average
SLTW	S&P Telcomm Stocks Above 20-Day Average
SLUN	S&P 500 2x Leverage Daily Index
SLUT	S&P 500 Gold Hedged Index
SLV	Silver Index
SML	S&P Small Caps 600 Index
SMPR	Goldman Sachs BRICs Nifty 50 Emerging Markets In
SMRW	Revenue Shares MidCap Fund
SMSS	Morgan Stanley Smart Money Equity Index [TR]
SMTI	Goldman Sachs BRICs Nifty 50 Emerging Markets In
SMTR	S&P GSCI All Metals Index Total Return
SMXT	DWS Mega Trends Index [NetTRw/fees]
SNAC	Alpha Shares China All Cap Index
SNCH	Next 11 Core 8 Index
SNCT	Next 11 Core 8 Index [TR]
SNER	S&P GSCI Non-Energy EUR IndexER
SNNE	S&P Global Infrastructure Index [EURO] [NetTR]
SNNT	S&P Global Infrastructure Index [NetTR]
SNRE	S&P Global Natural Resources Index [EURO]
SNRT	S&P GSCI Non-Energy EUR Index TR
SNRU	S&P Global Natural Resources Index
SNTE	Next 11 Core 5 Index [TR]
SNUI	S&P GSCI Non-Energy EUR Index
SOBC	SGI-Orbeo Carbon Credit Index [EUR-TotalReturn]
SOCC	SGI-Orbeo Carbon Credit Index [USD-TotalReturn]
SOTR	S&P 500 Media [TR]
SP500	S&P 500
SPAA	SGI Pan Africa Index [NetTR] Panri Indexet
SPAB	SGI Pan Africa Index [EURO] [NetTR]
SPAC	SGI Pan Africa Index
SPAD	S&P GSCI Palladium Index
SPEE	S&P Listed Private Equity Index [EURO]
SPER	S&P GSCI Palladium Index Excess Return
SPEY	S&P Listed Private Equity Index
SPFD	S&P Con Staples Stocks Above 5-Day Average
SPFI	S&P Con Staples Stocks Above 50-Day Average
SPIN	S&P GSCI Platinum Index
SPIR	S&P GSCI Platinum Index Excess Return
SPLR	S&P GSCI Platinum Index Total Return
SPOF	S&P Con Staples Stocks Above 150-Day Average
SPOH	S&P Con Staples Stocks Above 100-Day Average
SPPR	S&P International Preferred Stock Index
SPRL	SGI Premium List [NetTR]
SPRT	S&P GSCI Palladium Index Total Return
SPTH	S&P Con Staples Stocks Above 200-Day Average
SPTW	S&P Con Staples Stocks Above 20-Day Average
SPUS	S&P  Global Ex-U.S. Property [US Dollar]
SPX	S&P 500 INDEX
SPXT	S&P 500 [TR]
SQTR	S&P 500 Software & Services [TR]
SRER	S&P Indian Rupee Price Return Index
SRFF	SGI Fed Funds Index
SRFI	S&P 500 Financials [Sector]
SRIC	S&P BRIC 40 Index [NetTR]
SRIE	S&P BRIC 40 Index [EURO] [NetTR]
SRMP	Cohen & Steers US Realty Majors Portfolio [TR]
SRPR	S&P Global REIT [USD]
SRTR	S&P 500 Real Estate [TR]
SRWI	Revenue Shares Large Cap Fund
SS1E	S&P 500 EQUAL WEIGHTED Materials [Sector]
SS1J	S&P 500 EQUAL WEIGHTED Energy [Sector]
SS2E	S&P 500 EQUAL WEIGHTED Consumer Discretionary [S
SS2J	S&P 500 EQUAL WEIGHTED Industrials [Sector]
SS3E	S&P 500 EQUAL WEIGHTED HealthCare [Sector]
SS3J	S&P 500 EQUAL WEIGHTED Consumer Staples [Sector]
SS4E	S&P 500 EQUAL WEIGHTED Information Technology [S
SS4J	S&P 500 EQUAL WEIGHTED Financials [Sector]
SS5E	S&P 500 EQUAL WEIGHTED Utilities [Sector]
SS5J	S&P 500 EQUAL WEIGHTED Telecommunication Service
SSAE	S&P Southeast Asia 40 Index [EURO]
SSAI	S&P Southeast Asia 40 Index [EURO] [NetTR]
SSAU	S&P Southeast Asia 40 Index
SSAX	S&P Asia50
SSBE	S&P BRIC 40 Index [EURO]
SSBR	S&P BRIC 40 Index
SSCA	S&P Asia Pacific Emerging BMI [USDollar]
SSCB	S&P Mid-East and Africa BMI [USDollar]
SSCE	S&P /Citigroup BMI EPAC Index
SSCH	S&P China BMI [USDollar]
SSCK	S&P EM BMI [USDollar]
SSCL	S&P Latin America BMI [USDollar]
SSCM	Schwab 1000 Index
SSCP	S&P /Citigroup BMI Asia Pacific Index
SSCQ	S&P European Emerging BMI [CAPPED] [USDollar]
SSCS	S&P Developed Ex US Under USD 2 Billion [USDolla
SSCU	S&P /Citigroup BMI Europe Index
SSCW	S&P Developed Ex-U.S.BMI [USDollar]
SSDI	S&P 500 Dividend Index
SSEN	SGI Global Senior [NetTR]
SSER	SPECTRUM-Long/Short 8% Index ER [NEWVA]
SSEW	S&P GSCI Select Equal Weight Index Spot
SSFB	SGI Double Short Bund Index
SSFD	S&P Real Estate Stocks Above 5-Day Average
SSFI	S&P Real Estate Stocks Above 50-Day Average
SSGA	SGI Global Agriculture
SSGC	S&P GSCI Enhanced Capped Index
SSGD	S&P GLOBAL1200-Consumer Discretionary [Sector]
SSGE	S&P GLOBAL1200-Energy [Sector]
SSGF	S&P GLOBAL1200-Financials [Sector]
SSGG	SGI Global Generics Index [EURO] [NetTR]
SSGH	S&P GLOBAL1200-HealthCare [Sector]
SSGI	S&P GLOBAL1200-Information Technology [Sector]
SSGL	S&P GLOBAL1200
SSGM	S&P GLOBAL1200-Materials [Sector]
SSGN	S&P GLOBAL1200-Industrials [Sector]
SSGO	S&P GSCI E27 WTI Index
SSGP	S&P GSCI Enhanced Capped Index Excess Return
SSGR	S&P GSCI Enhanced Capped Index Total Return
SSGS	S&P GLOBAL1200-Consumer Staples [Sector]
SSGT	S&P GLOBAL1200-Telecommunication Services [Secto
SSGU	S&P GLOBAL1200-Utilities [Sector]
SSGX	S&P GSCI E27WTI Index Excess Return
SSGZ	S&P GSCI E27WTI Index Total Return
SSHE	S&P Europe 350 Shariah Index
SSHJ	S&P Japan 500 Shariah Index
SSHX	S&P 500 Shariah Index
SSIA	Credit Suisse Social Awareness Index
SSIB	S&P GSCI Softs Index Excess Return
SSIC	S&P GSCI Softs Index Total Return
SSIP	S&P DFI Index Excess Return
SSIS	S&P DFI Index
SSIT	S&P DFI Index Total Return
SSLF	S&P Select Frontier Index
SSLS	S&P Custom/BNP Paribas-SPECTRUM [GRIPTEST]
SSNI	SGI Global Nanotechnology Index [NetTR]
SSOF	S&P Real Estate Stocks Above 150-Day Average
SSOH	S&P Real Estate Stocks Above 100-Day Average
SSPA	S&P ADR Index
SSPE	S&P EUROPE 350
SSPF	S&P EUROPE 350 - Financials [Sector]
SSPI	S&P EUROPE 350 - Information Technology [Sector]
SSPL	S&P 500Telecom&IT
SSPN	S&P 500Energy[Sector]
SSPT	S&P EUROPE 350 - Telecommunication Services [Sec
SSPU	S&P EURO
SSRF	S&P Preferred Stock Index
SSRW	Revenue Shares Small Cap Fund
SSTH	S&P Real Estate Stocks Above 200-Day Average
SSTU	S&P 500 EQUAL WEIGHTED Utilities & Telecommunica
SSTW	S&P Real Estate Stocks Above 20-Day Average
SSUC	S&P GSCI Capped Component 35/20 Index
SSUP	S&P GSCI Capped Component 35/20 Index Excess Ret
SSUT	S&P GSCI Capped Component 35/20 Index Total Retu
SSWP	S&P GSCI Select Equal Weight Index Er
STCE	S&P Global Clean Energy Index [EURO]
STCL	S&P Global Clean Energy Index
STFE	S&P Global Timber and Forestry Index [EURO]
STFU	S&P Global Timber and Forestry Index
STIC	S&P CTI Total Return USD
STIF	S&P Global Infrastructure Index [EURO]
STIL	SGI Smart WTI Long Invest Index [NEWVA]
STIR	S&P Global Infrastructure Index
STIS	S&P Commodity Trends Indicator
STMP	Tortoise MLP Index
STNC	Tsx American Preferred Stock Index
STNU	S&P/Tsx North American Pref Stock Index
STRA	S&P Target Risk Aggressive Index
STRB	S&P Target Risk Moderate Index
STRC	S&P Target Risk Growth Index
STRD	S&P Target Risk Conservative Index
STRL	S&P LAC40 [US$] [NetTR]
STRN	S&P 500 [NetTR]
STRS	S&P 500 TR Short
STRT	S&P 500 Telecommunication Services [TR]
STRU	S&P 500 Household & Personal Products [TR]
STSI	SGI Smart WTI Short Invest Index [NEWVA]
STSU	S&P TOP IX150 Shariah [USD]
STSY	S&P TOP IX150 Shariah
STTR	S&P 500 Technology Hardware & Equipment [TR]
SUCD	S&P Select Sector Capped 20% Consumer Discretion
SUCS	S&P Select Sector Capped 20% Consumer Staples In
SUEP	S&P Select Sector Capped 20% Energy Index Net TR
SUFD	S&P Utilities Stocks Above 5-Day Average
SUFI	S&P Utilities Stocks Above 50-Day Average
SUFP	S&P Select Sector Capped 20% Financials Index Ne
SUHC	S&P Select Sector Capped 20% HealthCare Index Ne
SUIP	S&P Select Sector Capped 20% Industrials Index N
SUJP	S&P Mitsubishi Corporate Group Index
SUKP	S&P United Kingdom [PDS]
SUKS	S&P United Kingdom [USD]
SUMI	S&P Select Sector Capped 20% Materials Index Net
SUNI	MAC GLOBAL SOLAR INDEX
SUOF	S&P Utilities Stocks Above 150-Day Average
SUOH	S&P Utilities Stocks Above 100-Day Average
SUPI	S&P Select Sector Capped 20% Utilities Index Net
SURI	S&P /Citigroup BMI REIT SUS Index
SUTH	S&P Utilities Stocks Above 200-Day Average
SUTP	S&P Select Sector Capped 20% Technology Index Ne
SUTW	S&P Utilities Stocks Above 20-Day Average
SVFD	S&P Health Care Stocks Above 5-Day Average
SVFI	S&P Health Care Stocks Above 50-Day Average
SVOF	S&P Health Care Stocks Above 150-Day Average
SVOH	S&P Health Care Stocks Above 100-Day Average
SVTH	S&P Health Care Stocks Above 200-Day Average
SVTR	Next 11 Vietnam [TotalReturn] Index
SVTW	S&P Health Care Stocks Above 20-Day Average
SW0B	S&P Developed Ex-U.S.BMI [Capped] Energy
SW0C	S&P Developed Ex-U.S.BMI [Capped] Materials
SW0D	S&P Developed Ex-U.S.BMI [Capped] Industrials
SW0E	S&P Developed Ex-U.S.BMI [Capped] Consumer Discr
SW0F	S&P Developed Ex-U.S.BMI [Capped] Consumer Stapl
SW0G	S&P Developed Ex-U.S.BMI [Capped] HealthCare
SW0H	S&P Developed Ex-U.S.BMI [Capped] Financials
SW0I	S&P Developed Ex-U.S.BMI [Capped] Information Te
SW1A	S&P Developed Ex-U.S.BMI [Capped] Utilities
SW1B	S&P Developed Ex-U.S.Cap Range Companies Between
SW1C	S&P Emerging Under USD 2 Billion
SW1J	S&P Developed Ex-U.S.BMI [Capped] Telecommunicat
SWFI	Revenue Shares Large Cap Fund Financials [Sector
SWIB	SGI Wise Bottom
SWIT	SGI Wise Top
SWML	Wachovia MLP Index
SWSP	S&P World Commodity Index
SWTE	Wisdom Tree Earnings 500 Index
SWTM	Wisdom Tree Mid Cap Earnings Index
SWTS	Wisdom Tree Small Cap Earnings Index
SWTT	Wisdom Tree Earnings Index
SWUB	SGI Wise US Bottom
SWUL	SGI Wise US Long/Short [NEWVA]
SWUT	SGI WISE US Top
SXTR	S&P 500 Utilities [Industry Group] [TR]
SYFD	S&P Con Discret Stocks Above 5-Day Average
SYFI	S&P Con Discret Stocks Above 50-Day Average
SYOF	S&P Con Discret Stocks Above 150-Day Average
SYOH	S&P Con Discret Stocks Above 100-Day Average
SYTH	S&P Con Discret Stocks Above 200-Day Average
SYTR	S&P 500 Transportation [Industry Group] [TR]
SYTW	S&P Con Discret Stocks Above 20-Day Average
SZTR	S&P 500 Retailing [Industry Group] [TR]
TACK	AMEX Tick
TACX	AMEX Tick
TICK	NYSE Tick
TICX	NYSE Tick
TNX	10-YEAR TREASURY NOTE
TOOC	Tsx Capped Composite Index
TQCK	NASD Tick
TQCX	NASD Tick
TRIA	AMEX Trin
TRIN	NYSE Trin
TRIQ	NASD Trin
TTCD	Tsx Consumer Discretionary Capped Index
TTCS	Tsx Consumer Staples Capped Index
TTEN	Tsx Capped Energy Index
TTFS	Tsx Financials Capped Index
TTGD	Tsx Global Gold Index
TTHC	Tsx Health Care Capped Index
TTIN	Tsx Industrials Capped Index
TTMT	Tsx Materials Capped Index
TTRE	Tsx Real Estate Capped Index
TTTK	Tsx Information Tech Capped Index
TTTS	Tsx Telecom Services Capped Index
TTUT	Tsx Utilities Capped Index
TXBE	Tsx Global Base Metals Ew Index
TXBM	Tsx Global Base Metals Index
TXCT	Tsx Clean Technology Index
TXCX	TSX Composite Index
TXDC	Tsx Composite Dividend Index
TXDE	Tsx Diversified Banks Ew Index
TXDV	Tsx Canadian Dividend Aristocrats Index
TXEI	Tsx Equity Income Index
TXEW	Tsx 60 Equal Weight Index
TXFO	Tsx Completion Index
TXGM	Tsx Global Mining Index
TXOE	Tsx Oil And Gas Ew Index
TXPR	Tsx Preferred Share Index
TXSC	Tsx 60 Capped Index
TXSI	Tsx 60 Shariah Index
TXSX	Tsx 60 Index
TXTW	Tsx Smallcap Index
TYX	30-YEAR TREASURY BOND
UNCA	AMEX Unchanged Stocks
UNCD	OTC Unchanged Stocks
UNCE	ETFS  Unchanged Stocks
UNCN	NYSE Unchanged Stocks
UNCQ	NASD Unchanged Stocks
UNCS	TSX Unchanged Stocks
UNCT	Total Unchanged Stocks
UNCV	Tsxv Unchanged Stocks
UNCX	CAD Total Unchanged Stocks
UOI	US Oil Iopv
UTY	Phlx Utility Index
UVCA	AMEX Unchanged Volume
UVCD	OTC Unchanged Volume
UVCE	ETFS  Unchanged Volume
UVCN	NYSE Unchanged Volume
UVCQ	NASD Unchanged Volume
UVCS	TSX Unchanged Volume
UVCT	Total Unchanged Volume
UVCV	Tsxv Unchanged Volume
UVCX	CAD Total Unchanged Volume
VFWA	VOL Index First Forward Implied Volatility
VFWB	VOL Index Second Forward Implied Volatility
VIX	CBOE Volatility Index
VVOL	VOL Index Average Forward Implied Volatility
VWA	CBOE MARKET VOLATILITY -SPX ASK
VWB	CBOE MARKET VOLATILITY -SPX BID
VXB	JUMBO CBOE VOLATILITY INDEX
VXD	CBOE DJIA VOLATILITY INDEX
VXDE	DEC CBOE VOLATILITY INDEX
VXJU	JUN CBOE VOLATILITY INDEX
VXMA	MAR CBOE VOLATILITY INDEX
VXN	CBOE NASDAQ Volatility Index
VXO	CBOE OEX VOLATILITY INDEX
VXSE	SEP CBOE VOLATILITY INDEX
VXV	CBOE S&P 500 3M VOLATILITY INDEX
XAU	Phlx Gold Silver Index
XAX	AMEX Composite Index
XDS	PHLX SWISS FRANC
XEO	S& P 100 INDEX[EUROPEAN    STYLE
XMI	Major Market Index
XOI	AMEX Oil Index
XSP	S& P 500 MINI-SPX OPTIO    IND
Y0FD	TSX Venture Stocks Above 5-Day Average
Y0FI	TSX Venture Stocks Above 50-Day Average
Y0OF	TSX Venture Stocks Above 150-Day Average
Y0OH	TSX Venture Stocks Above 100-Day Average
Y0TH	TSX Venture Stocks Above 200-Day Average
Y0TW	TSX Venture Stocks Above 20-Day Average
Y1FD	TSX Income Trust Stocks Above 5-Day Average
Y1FI	TSX Income Trust Stocks Above 50-Day Average
Y1OF	TSX Income Trust Stocks Above 150-Day Average
Y1OH	TSX Income Trust Stocks Above 100-Day Average
Y1TH	TSX Income Trust Stocks Above 200-Day Average
Y1TW	TSX Income Trust Stocks Above 20-Day Average
Y2FD	TSX REIT Capped Stocks Above 5-Day Average
Y2FI	TSX REIT Capped Stocks Above 50-Day Average
Y2OF	TSX REIT Capped Stocks Above 150-Day Average
Y2OH	TSX REIT Capped Stocks Above 100-Day Average
Y2TH	TSX REIT Capped Stocks Above 200-Day Average
Y2TW	TSX REIT Capped Stocks Above 20-Day Average
Y3FD	TSX American Pref Stocks Above 5-Day Average
Y3FI	TSX American Pref Stocks Above 50-Day Average
Y3OF	TSX American Pref Stocks Above 150-Day Average
Y3OH	TSX American Pref Stocks Above 100-Day Average
Y3TH	TSX American Pref Stocks Above 200-Day Average
Y3TW	TSX American Pref Stocks Above 20-Day Average
Y5FD	TSX Capped Comp Stocks Above 5-Day Average
Y5FI	TSX Capped Comp Stocks Above 50-Day Average
Y5OF	TSX Capped Comp Stocks Above 150-Day Average
Y5OH	TSX Capped Comp Stocks Above 100-Day Average
Y5TH	TSX Capped Comp Stocks Above 200-Day Average
Y5TW	TSX Capped Comp Stocks Above 20-Day Average
Y6FD	TSX Con Disc Stocks Above 5-Day Average
Y6FI	TSX Con Disc Stocks Above 50-Day Average
Y6OF	TSX Con Disc Stocks Above 150-Day Average
Y6OH	TSX Con Disc Stocks Above 100-Day Average
Y6TH	TSX Con Disc Stocks Above 200-Day Average
Y6TW	TSX Con Disc Stocks Above 20-Day Average
Y7FD	TSX Con Staples Stocks Above 5-Day Average
Y7FI	TSX Con Staples Stocks Above 50-Day Average
Y7OF	TSX Con Staples Stocks Above 150-Day Average
Y7OH	TSX Con Staples Stocks Above 100-Day Average
Y7TH	TSX Con Staples Stocks Above 200-Day Average
Y7TW	TSX Con Staples Stocks Above 20-Day Average
Y8FD	TSX Energy Stocks Above 5-Day Average
Y8FI	TSX Energy Stocks Above 50-Day Average
Y8OF	TSX Energy Stocks Above 150-Day Average
Y8OH	TSX Energy Stocks Above 100-Day Average
Y8TH	TSX Energy Stocks Above 200-Day Average
Y8TW	TSX Energy Stocks Above 20-Day Average
Y9FD	TSX Financials Stocks Above 5-Day Average
Y9FI	TSX Financials Stocks Above 50-Day Average
Y9OF	TSX Financials Stocks Above 150-Day Average
Y9OH	TSX Financials Stocks Above 100-Day Average
Y9TH	TSX Financials Stocks Above 200-Day Average
Y9TW	TSX Financials Stocks Above 20-Day Average
YAFD	TSX Global Gold Stocks Above 5-Day Average
YAFI	TSX Global Gold Stocks Above 50-Day Average
YAOF	TSX Global Gold Stocks Above 150-Day Average
YAOH	TSX Global Gold Stocks Above 100-Day Average
YATH	TSX Global Gold Stocks Above 200-Day Average
YATW	TSX Global Gold Stocks Above 20-Day Average
YBFD	TSX Health Care Stocks Above 5-Day Average
YBFI	TSX Health Care Stocks Above 50-Day Average
YBOF	TSX Health Care Stocks Above 150-Day Average
YBOH	TSX Health Care Stocks Above 100-Day Average
YBTH	TSX Health Care Stocks Above 200-Day Average
YBTW	TSX Health Care Stocks Above 20-Day Average
YCFD	TSX Industrials Stocks Above 5-Day Average
YCFI	TSX Industrials Stocks Above 50-Day Average
YCOF	TSX Industrials Stocks Above 150-Day Average
YCOH	TSX Industrials Stocks Above 100-Day Average
YCTH	TSX Industrials Stocks Above 200-Day Average
YCTW	TSX Industrials Stocks Above 20-Day Average
YDFD	TSX Materials Stocks Above 5-Day Average
YDFI	TSX Materials Stocks Above 50-Day Average
YDOF	TSX Materials Stocks Above 150-Day Average
YDOH	TSX Materials Stocks Above 100-Day Average
YDTH	TSX Materials Stocks Above 200-Day Average
YDTW	TSX Materials Stocks Above 20-Day Average
YEFD	TSX Real Estate Stocks Above 5-Day Average
YEFI	TSX Real Estate Stocks Above 50-Day Average
YEOF	TSX Real Estate Stocks Above 150-Day Average
YEOH	TSX Real Estate Stocks Above 100-Day Average
YETH	TSX Real Estate Stocks Above 200-Day Average
YETW	TSX Real Estate Stocks Above 20-Day Average
YFFD	TSX Info Tech Stocks Above 5-Day Average
YFFI	TSX Info Tech Stocks Above 50-Day Average
YFOF	TSX Info Tech Stocks Above 150-Day Average
YFOH	TSX Info Tech Stocks Above 100-Day Average
YFTH	TSX Info Tech Stocks Above 200-Day Average
YFTW	TSX Info Tech Stocks Above 20-Day Average
YGFD	TSX Telecom Srvs Stocks Above 5-Day Average
YGFI	TSX Telecom Srvs Stocks Above 50-Day Average
YGOF	TSX Telecom Srvs Stocks Above 150-Day Average
YGOH	TSX Telecom Srvs Stocks Above 100-Day Average
YGTH	TSX Telecom Srvs Stocks Above 200-Day Average
YGTW	TSX Telecom Srvs Stocks Above 20-Day Average
YHFD	TSX Utilities Stocks Above 5-Day Average
YHFI	TSX Utilities Stocks Above 50-Day Average
YHOF	TSX Utilities Stocks Above 150-Day Average
YHOH	TSX Utilities Stocks Above 100-Day Average
YHTH	TSX Utilities Stocks Above 200-Day Average
YHTW	TSX Utilities Stocks Above 20-Day Average
YIFD	TSX Buyback Stocks Above 5-Day Average
YIFI	TSX Buyback Stocks Above 50-Day Average
YIOF	TSX Buyback Stocks Above 150-Day Average
YIOH	TSX Buyback Stocks Above 100-Day Average
YITH	TSX Buyback Stocks Above 200-Day Average
YITW	TSX Buyback Stocks Above 20-Day Average
YJFD	TSX G.B. Metals EW Stocks Above 5-Day Average
YJFI	TSX G.B. Metals EW Stocks Above 50-Day Average
YJOF	TSX G.B. Metals EW Stocks Above 150-Day Average
YJOH	TSX G.B. Metals EW Stocks Above 100-Day Average
YJTH	TSX G.B. Metals EW Stocks Above 200-Day Average
YJTW	TSX G.B. Metals EW Stocks Above 20-Day Average
YKFD	TSX G.B. Metals Stocks Above 5-Day Average
YKFI	TSX G.B. Metals Stocks Above 50-Day Average
YKOF	TSX G.B. Metals Stocks Above 150-Day Average
