Linear Interpolation Prediction for BA from 2018-01-24-09:30 to 2018-01-24-10:30

Analysed days: 2, Interpolated Closest Days: 1, distance 15.565469
Analysed days: 29, Interpolated Closest Days: 24, distance 48.758795
Analysed days: 29, Interpolated Closest Days: 25, distance 48.758795
Analysed days: 29, Interpolated Closest Days: 26, distance 48.758795
Analysed days: 29, Interpolated Closest Days: 27, distance 48.758795
Analysed days: 29, Interpolated Closest Days: 28, distance 48.758795
Analysed days: 29, Interpolated Closest Days: 6, distance 49.150618
Analysed days: 29, Interpolated Closest Days: 8, distance 49.863435
Analysed days: 28, Interpolated Closest Days: 6, distance 50.399447
Analysed days: 29, Interpolated Closest Days: 16, distance 50.675613
Analysed days: 28, Interpolated Closest Days: 17, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 18, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 19, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 20, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 21, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 22, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 23, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 24, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 25, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 26, distance 50.888976
Analysed days: 28, Interpolated Closest Days: 27, distance 50.888976
Analysed days: 27, Interpolated Closest Days: 16, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 17, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 18, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 19, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 20, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 21, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 22, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 23, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 24, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 25, distance 51.535228
Analysed days: 27, Interpolated Closest Days: 26, distance 51.535228
Analysed days: 13, Interpolated Closest Days: 3, distance 51.543896
Analysed days: 17, Interpolated Closest Days: 11, distance 51.576100
Analysed days: 17, Interpolated Closest Days: 12, distance 51.576100
Analysed days: 17, Interpolated Closest Days: 13, distance 51.576100
Analysed days: 17, Interpolated Closest Days: 14, distance 51.576100
Analysed days: 17, Interpolated Closest Days: 15, distance 51.576100
Analysed days: 17, Interpolated Closest Days: 16, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 11, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 12, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 13, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 14, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 15, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 16, distance 51.576100
Analysed days: 18, Interpolated Closest Days: 17, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 11, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 12, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 13, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 14, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 15, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 16, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 17, distance 51.576100
Analysed days: 19, Interpolated Closest Days: 18, distance 51.576100
Analysed days: 27, Interpolated Closest Days: 5, distance 51.759080
Analysed days: 29, Interpolated Closest Days: 9, distance 52.058805
Analysed days: 15, Interpolated Closest Days: 8, distance 52.222119
Analysed days: 16, Interpolated Closest Days: 8, distance 52.224679
Analysed days: 15, Interpolated Closest Days: 6, distance 52.271957
Analysed days: 29, Interpolated Closest Days: 10, distance 53.056907
Analysed days: 28, Interpolated Closest Days: 15, distance 53.112206
Analysed days: 29, Interpolated Closest Days: 17, distance 53.390515
Analysed days: 29, Interpolated Closest Days: 15, distance 53.485876
Analysed days: 23, Interpolated Closest Days: 15, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 16, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 17, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 18, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 19, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 20, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 21, distance 53.570378
Analysed days: 23, Interpolated Closest Days: 22, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 15, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 16, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 17, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 18, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 19, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 20, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 21, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 22, distance 53.570378
Analysed days: 24, Interpolated Closest Days: 23, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 15, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 16, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 17, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 18, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 19, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 20, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 21, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 22, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 23, distance 53.570378
Analysed days: 25, Interpolated Closest Days: 24, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 15, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 16, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 17, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 18, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 19, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 20, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 21, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 22, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 23, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 24, distance 53.570378
Analysed days: 26, Interpolated Closest Days: 25, distance 53.570378
Analysed days: 14, Interpolated Closest Days: 3, distance 53.721712
Analysed days: 15, Interpolated Closest Days: 3, distance 53.721712
Analysed days: 29, Interpolated Closest Days: 12, distance 53.928373
Analysed days: 28, Interpolated Closest Days: 7, distance 53.997157
Analysed days: 27, Interpolated Closest Days: 14, distance 54.012798
Analysed days: 29, Interpolated Closest Days: 13, distance 54.280381
Analysed days: 28, Interpolated Closest Days: 5, distance 54.447822
Analysed days: 14, Interpolated Closest Days: 4, distance 55.143107
Analysed days: 15, Interpolated Closest Days: 4, distance 55.143107
Analysed days: 27, Interpolated Closest Days: 6, distance 55.795737
Analysed days: 28, Interpolated Closest Days: 16, distance 55.944431
Analysed days: 28, Interpolated Closest Days: 8, distance 56.066972
Analysed days: 17, Interpolated Closest Days: 9, distance 56.196158
Analysed days: 18, Interpolated Closest Days: 9, distance 56.196158
Analysed days: 19, Interpolated Closest Days: 9, distance 56.196158
Analysed days: 28, Interpolated Closest Days: 14, distance 56.262731
Analysed days: 23, Interpolated Closest Days: 13, distance 56.447396
Analysed days: 24, Interpolated Closest Days: 13, distance 56.447396
Analysed days: 25, Interpolated Closest Days: 13, distance 56.447396
Analysed days: 26, Interpolated Closest Days: 13, distance 56.447396
Analysed days: 29, Interpolated Closest Days: 14, distance 56.501267
Analysed days: 29, Interpolated Closest Days: 11, distance 56.525536
Analysed days: 29, Interpolated Closest Days: 5, distance 56.658967
Analysed days: 28, Interpolated Closest Days: 9, distance 56.834372
Analysed days: 27, Interpolated Closest Days: 15, distance 57.068918
Analysed days: 23, Interpolated Closest Days: 4, distance 57.093515
Analysed days: 24, Interpolated Closest Days: 4, distance 57.093515
Analysed days: 25, Interpolated Closest Days: 4, distance 57.093515
Analysed days: 26, Interpolated Closest Days: 4, distance 57.093515
Analysed days: 27, Interpolated Closest Days: 4, distance 57.093515
Analysed days: 22, Interpolated Closest Days: 14, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 15, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 16, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 17, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 18, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 19, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 20, distance 57.205003
Analysed days: 22, Interpolated Closest Days: 21, distance 57.205003
Analysed days: 28, Interpolated Closest Days: 11, distance 57.265578
Analysed days: 28, Interpolated Closest Days: 12, distance 57.453523
Analysed days: 27, Interpolated Closest Days: 13, distance 57.520136
Analysed days: 27, Interpolated Closest Days: 7, distance 58.014374
Analysed days: 16, Interpolated Closest Days: 9, distance 58.623156
Analysed days: 27, Interpolated Closest Days: 8, distance 58.703022
Analysed days: 27, Interpolated Closest Days: 10, distance 58.904699
Analysed days: 27, Interpolated Closest Days: 11, distance 59.003522
Analysed days: 23, Interpolated Closest Days: 14, distance 59.647857
Analysed days: 24, Interpolated Closest Days: 14, distance 59.647857
Analysed days: 25, Interpolated Closest Days: 14, distance 59.647857
Analysed days: 26, Interpolated Closest Days: 14, distance 59.647857
Analysed days: 28, Interpolated Closest Days: 13, distance 59.685199
Analysed days: 16, Interpolated Closest Days: 7, distance 60.005693
Analysed days: 28, Interpolated Closest Days: 10, distance 60.359910
Analysed days: 23, Interpolated Closest Days: 12, distance 60.397273
Analysed days: 24, Interpolated Closest Days: 12, distance 60.397273
Analysed days: 25, Interpolated Closest Days: 12, distance 60.397273
Analysed days: 26, Interpolated Closest Days: 12, distance 60.397273
Analysed days: 21, Interpolated Closest Days: 13, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 14, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 15, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 16, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 17, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 18, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 19, distance 60.692742
Analysed days: 21, Interpolated Closest Days: 20, distance 60.692742
Analysed days: 22, Interpolated Closest Days: 12, distance 60.844134
Analysed days: 23, Interpolated Closest Days: 5, distance 60.988633
Analysed days: 24, Interpolated Closest Days: 5, distance 60.988633
Analysed days: 25, Interpolated Closest Days: 5, distance 60.988633
Analysed days: 26, Interpolated Closest Days: 5, distance 60.988633
Analysed days: 27, Interpolated Closest Days: 12, distance 61.379462
Analysed days: 17, Interpolated Closest Days: 10, distance 61.539036
Analysed days: 18, Interpolated Closest Days: 10, distance 61.539036
Analysed days: 19, Interpolated Closest Days: 10, distance 61.539036
Analysed days: 23, Interpolated Closest Days: 10, distance 62.437345
Analysed days: 24, Interpolated Closest Days: 10, distance 62.437345
Analysed days: 25, Interpolated Closest Days: 10, distance 62.437345
Analysed days: 26, Interpolated Closest Days: 10, distance 62.437345
Analysed days: 27, Interpolated Closest Days: 9, distance 62.524963
Analysed days: 23, Interpolated Closest Days: 9, distance 62.609772
Analysed days: 24, Interpolated Closest Days: 9, distance 62.609772
Analysed days: 25, Interpolated Closest Days: 9, distance 62.609772
Analysed days: 26, Interpolated Closest Days: 9, distance 62.609772
Analysed days: 23, Interpolated Closest Days: 6, distance 62.903820
Analysed days: 24, Interpolated Closest Days: 6, distance 62.903820
Analysed days: 25, Interpolated Closest Days: 6, distance 62.903820
Analysed days: 26, Interpolated Closest Days: 6, distance 62.903820
Analysed days: 15, Interpolated Closest Days: 5, distance 63.019957
Analysed days: 23, Interpolated Closest Days: 7, distance 63.134270
Analysed days: 24, Interpolated Closest Days: 7, distance 63.134270
Analysed days: 25, Interpolated Closest Days: 7, distance 63.134270
Analysed days: 26, Interpolated Closest Days: 7, distance 63.134270
Analysed days: 17, Interpolated Closest Days: 8, distance 63.244820
Analysed days: 18, Interpolated Closest Days: 8, distance 63.244820
Analysed days: 19, Interpolated Closest Days: 8, distance 63.244820
Analysed days: 22, Interpolated Closest Days: 13, distance 64.241583
Analysed days: 28, Interpolated Closest Days: 4, distance 64.648870
Analysed days: 29, Interpolated Closest Days: 4, distance 64.648870
Analysed days: 23, Interpolated Closest Days: 11, distance 64.811538
Analysed days: 24, Interpolated Closest Days: 11, distance 64.811538
Analysed days: 25, Interpolated Closest Days: 11, distance 64.811538
Analysed days: 26, Interpolated Closest Days: 11, distance 64.811538
Analysed days: 16, Interpolated Closest Days: 5, distance 64.911483
Analysed days: 21, Interpolated Closest Days: 11, distance 65.231623
Analysed days: 22, Interpolated Closest Days: 11, distance 65.624964
Analysed days: 16, Interpolated Closest Days: 4, distance 66.104737
Analysed days: 23, Interpolated Closest Days: 8, distance 66.990961
Analysed days: 24, Interpolated Closest Days: 8, distance 66.990961
Analysed days: 25, Interpolated Closest Days: 8, distance 66.990961
Analysed days: 26, Interpolated Closest Days: 8, distance 66.990961
Analysed days: 20, Interpolated Closest Days: 12, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 13, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 14, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 15, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 16, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 17, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 18, distance 67.112568
Analysed days: 20, Interpolated Closest Days: 19, distance 67.112568
Analysed days: 17, Interpolated Closest Days: 6, distance 68.133048
Analysed days: 18, Interpolated Closest Days: 6, distance 68.133048
Analysed days: 19, Interpolated Closest Days: 6, distance 68.133048
Analysed days: 21, Interpolated Closest Days: 12, distance 68.831002
Analysed days: 22, Interpolated Closest Days: 9, distance 68.866712
Analysed days: 17, Interpolated Closest Days: 5, distance 69.578750
Analysed days: 18, Interpolated Closest Days: 5, distance 69.578750
Analysed days: 19, Interpolated Closest Days: 5, distance 69.578750
Analysed days: 22, Interpolated Closest Days: 8, distance 69.672453
Analysed days: 16, Interpolated Closest Days: 6, distance 69.998434
Analysed days: 22, Interpolated Closest Days: 3, distance 70.237589
Analysed days: 21, Interpolated Closest Days: 10, distance 71.022935
Analysed days: 22, Interpolated Closest Days: 10, distance 71.101836
Analysed days: 23, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 24, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 25, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 26, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 27, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 28, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 29, Interpolated Closest Days: 3, distance 71.150445
Analysed days: 14, Interpolated Closest Days: 2, distance 71.685400
Analysed days: 15, Interpolated Closest Days: 2, distance 71.685400
Analysed days: 16, Interpolated Closest Days: 2, distance 71.685400
Analysed days: 17, Interpolated Closest Days: 7, distance 72.000251
Analysed days: 18, Interpolated Closest Days: 7, distance 72.000251
Analysed days: 19, Interpolated Closest Days: 7, distance 72.000251
Analysed days: 22, Interpolated Closest Days: 6, distance 72.099750
Analysed days: 22, Interpolated Closest Days: 4, distance 72.663782
Analysed days: 20, Interpolated Closest Days: 10, distance 73.069266
Analysed days: 22, Interpolated Closest Days: 5, distance 73.224747
Analysed days: 17, Interpolated Closest Days: 3, distance 75.142760
Analysed days: 18, Interpolated Closest Days: 3, distance 75.142760
Analysed days: 19, Interpolated Closest Days: 3, distance 75.142760
Analysed days: 22, Interpolated Closest Days: 7, distance 75.666787
Analysed days: 21, Interpolated Closest Days: 8, distance 75.863690
Analysed days: 20, Interpolated Closest Days: 11, distance 76.641619
Analysed days: 21, Interpolated Closest Days: 7, distance 77.609618
Analysed days: 21, Interpolated Closest Days: 9, distance 77.839807
Analysed days: 3, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 4, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 5, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 6, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 7, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 8, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 9, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 10, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 11, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 12, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 13, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 14, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 15, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 16, Interpolated Closest Days: 1, distance 79.746809
Analysed days: 17, Interpolated Closest Days: 2, distance 80.145769
Analysed days: 18, Interpolated Closest Days: 2, distance 80.145769
Analysed days: 19, Interpolated Closest Days: 2, distance 80.145769
Analysed days: 20, Interpolated Closest Days: 9, distance 80.322224
Analysed days: 16, Interpolated Closest Days: 3, distance 81.810935
Analysed days: 17, Interpolated Closest Days: 4, distance 81.855350
Analysed days: 18, Interpolated Closest Days: 4, distance 81.855350
Analysed days: 19, Interpolated Closest Days: 4, distance 81.855350
Analysed days: 21, Interpolated Closest Days: 5, distance 83.131890
Analysed days: 17, Interpolated Closest Days: 1, distance 83.373691
Analysed days: 18, Interpolated Closest Days: 1, distance 83.373691
Analysed days: 19, Interpolated Closest Days: 1, distance 83.373691
Analysed days: 21, Interpolated Closest Days: 6, distance 85.924668
Analysed days: 21, Interpolated Closest Days: 4, distance 86.867900
Analysed days: 20, Interpolated Closest Days: 7, distance 88.103525
Analysed days: 20, Interpolated Closest Days: 8, distance 89.128632
Analysed days: 21, Interpolated Closest Days: 3, distance 89.671052
Analysed days: 23, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 24, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 25, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 26, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 27, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 28, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 29, Interpolated Closest Days: 2, distance 91.090431
Analysed days: 20, Interpolated Closest Days: 6, distance 91.797747
Analysed days: 21, Interpolated Closest Days: 2, distance 92.454740
Analysed days: 22, Interpolated Closest Days: 2, distance 97.510079
Analysed days: 20, Interpolated Closest Days: 5, distance 104.191120
Analysed days: 20, Interpolated Closest Days: 4, distance 104.506734
Analysed days: 20, Interpolated Closest Days: 3, distance 115.400740
Analysed days: 20, Interpolated Closest Days: 2, distance 130.673905
Analysed days: 20, Interpolated Closest Days: 1, distance 164.457483
Analysed days: 21, Interpolated Closest Days: 1, distance 164.457483
Analysed days: 22, Interpolated Closest Days: 1, distance 164.457483
