Linear Interpolation Prediction for C from 2018-01-24-09:30 to 2018-01-24-10:30

Analysed days: 28, Interpolated Closest Days: 1, distance 3.475106
Analysed days: 28, Interpolated Closest Days: 27, distance 4.106707
Analysed days: 29, Interpolated Closest Days: 10, distance 4.108825
Analysed days: 27, Interpolated Closest Days: 5, distance 4.109322
Analysed days: 29, Interpolated Closest Days: 15, distance 4.113363
Analysed days: 14, Interpolated Closest Days: 8, distance 4.127878
Analysed days: 14, Interpolated Closest Days: 9, distance 4.127878
Analysed days: 14, Interpolated Closest Days: 10, distance 4.127878
Analysed days: 14, Interpolated Closest Days: 11, distance 4.127878
Analysed days: 14, Interpolated Closest Days: 12, distance 4.127878
Analysed days: 14, Interpolated Closest Days: 13, distance 4.127878
Analysed days: 27, Interpolated Closest Days: 14, distance 4.143278
Analysed days: 28, Interpolated Closest Days: 5, distance 4.143308
Analysed days: 29, Interpolated Closest Days: 5, distance 4.143308
Analysed days: 29, Interpolated Closest Days: 13, distance 4.143727
Analysed days: 28, Interpolated Closest Days: 13, distance 4.144273
Analysed days: 27, Interpolated Closest Days: 7, distance 4.146617
Analysed days: 14, Interpolated Closest Days: 6, distance 4.152195
Analysed days: 28, Interpolated Closest Days: 14, distance 4.165931
Analysed days: 23, Interpolated Closest Days: 14, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 15, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 16, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 17, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 18, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 19, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 20, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 21, distance 4.180727
Analysed days: 23, Interpolated Closest Days: 22, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 14, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 15, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 16, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 17, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 18, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 19, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 20, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 21, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 22, distance 4.180727
Analysed days: 24, Interpolated Closest Days: 23, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 14, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 15, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 16, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 17, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 18, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 19, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 20, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 21, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 22, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 23, distance 4.180727
Analysed days: 25, Interpolated Closest Days: 24, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 14, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 15, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 16, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 17, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 18, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 19, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 20, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 21, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 22, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 23, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 24, distance 4.180727
Analysed days: 26, Interpolated Closest Days: 25, distance 4.180727
Analysed days: 22, Interpolated Closest Days: 13, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 14, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 15, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 16, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 17, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 18, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 19, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 20, distance 4.183316
Analysed days: 22, Interpolated Closest Days: 21, distance 4.183316
Analysed days: 27, Interpolated Closest Days: 15, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 16, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 17, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 18, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 19, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 20, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 21, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 22, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 23, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 24, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 25, distance 4.200943
Analysed days: 27, Interpolated Closest Days: 26, distance 4.200943
Analysed days: 28, Interpolated Closest Days: 9, distance 4.203683
Analysed days: 29, Interpolated Closest Days: 9, distance 4.203683
Analysed days: 21, Interpolated Closest Days: 11, distance 4.208734
Analysed days: 28, Interpolated Closest Days: 12, distance 4.209084
Analysed days: 15, Interpolated Closest Days: 8, distance 4.219278
Analysed days: 16, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 17, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 18, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 19, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 20, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 21, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 22, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 23, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 24, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 25, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 26, Interpolated Closest Days: 5, distance 4.221325
Analysed days: 22, Interpolated Closest Days: 11, distance 4.244878
Analysed days: 23, Interpolated Closest Days: 11, distance 4.244878
Analysed days: 24, Interpolated Closest Days: 11, distance 4.244878
Analysed days: 25, Interpolated Closest Days: 11, distance 4.244878
Analysed days: 26, Interpolated Closest Days: 11, distance 4.244878
Analysed days: 29, Interpolated Closest Days: 12, distance 4.246685
Analysed days: 23, Interpolated Closest Days: 12, distance 4.252327
Analysed days: 24, Interpolated Closest Days: 12, distance 4.252327
Analysed days: 25, Interpolated Closest Days: 12, distance 4.252327
Analysed days: 26, Interpolated Closest Days: 12, distance 4.252327
Analysed days: 27, Interpolated Closest Days: 12, distance 4.260489
Analysed days: 27, Interpolated Closest Days: 6, distance 4.266822
Analysed days: 27, Interpolated Closest Days: 13, distance 4.272166
Analysed days: 14, Interpolated Closest Days: 5, distance 4.327821
Analysed days: 15, Interpolated Closest Days: 5, distance 4.327821
Analysed days: 29, Interpolated Closest Days: 11, distance 4.327940
Analysed days: 28, Interpolated Closest Days: 11, distance 4.330262
Analysed days: 22, Interpolated Closest Days: 10, distance 4.331443
Analysed days: 23, Interpolated Closest Days: 10, distance 4.331443
Analysed days: 24, Interpolated Closest Days: 10, distance 4.331443
Analysed days: 25, Interpolated Closest Days: 10, distance 4.331443
Analysed days: 26, Interpolated Closest Days: 10, distance 4.331443
Analysed days: 21, Interpolated Closest Days: 12, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 13, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 14, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 15, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 16, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 17, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 18, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 19, distance 4.334022
Analysed days: 21, Interpolated Closest Days: 20, distance 4.334022
Analysed days: 17, Interpolated Closest Days: 10, distance 4.338803
Analysed days: 18, Interpolated Closest Days: 10, distance 4.338803
Analysed days: 19, Interpolated Closest Days: 10, distance 4.338803
Analysed days: 20, Interpolated Closest Days: 10, distance 4.338803
Analysed days: 27, Interpolated Closest Days: 11, distance 4.340207
Analysed days: 27, Interpolated Closest Days: 8, distance 4.402038
Analysed days: 15, Interpolated Closest Days: 9, distance 4.406487
Analysed days: 15, Interpolated Closest Days: 10, distance 4.406487
Analysed days: 15, Interpolated Closest Days: 11, distance 4.406487
Analysed days: 15, Interpolated Closest Days: 12, distance 4.406487
Analysed days: 15, Interpolated Closest Days: 13, distance 4.406487
Analysed days: 15, Interpolated Closest Days: 14, distance 4.406487
Analysed days: 28, Interpolated Closest Days: 4, distance 4.414915
Analysed days: 29, Interpolated Closest Days: 4, distance 4.414915
Analysed days: 21, Interpolated Closest Days: 10, distance 4.420431
Analysed days: 27, Interpolated Closest Days: 4, distance 4.428469
Analysed days: 16, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 17, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 18, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 19, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 20, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 21, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 22, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 23, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 24, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 25, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 26, Interpolated Closest Days: 3, distance 4.436124
Analysed days: 28, Interpolated Closest Days: 10, distance 4.436236
Analysed days: 17, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 18, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 19, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 20, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 21, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 22, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 23, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 24, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 25, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 26, Interpolated Closest Days: 7, distance 4.462105
Analysed days: 16, Interpolated Closest Days: 9, distance 4.476344
Analysed days: 17, Interpolated Closest Days: 11, distance 4.490026
Analysed days: 17, Interpolated Closest Days: 12, distance 4.490026
Analysed days: 17, Interpolated Closest Days: 13, distance 4.490026
Analysed days: 17, Interpolated Closest Days: 14, distance 4.490026
Analysed days: 17, Interpolated Closest Days: 15, distance 4.490026
Analysed days: 17, Interpolated Closest Days: 16, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 11, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 12, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 13, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 14, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 15, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 16, distance 4.490026
Analysed days: 18, Interpolated Closest Days: 17, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 11, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 12, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 13, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 14, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 15, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 16, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 17, distance 4.490026
Analysed days: 19, Interpolated Closest Days: 18, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 11, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 12, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 13, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 14, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 15, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 16, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 17, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 18, distance 4.490026
Analysed days: 20, Interpolated Closest Days: 19, distance 4.490026
Analysed days: 27, Interpolated Closest Days: 10, distance 4.499447
Analysed days: 8, Interpolated Closest Days: 5, distance 4.512097
Analysed days: 8, Interpolated Closest Days: 6, distance 4.512097
Analysed days: 8, Interpolated Closest Days: 7, distance 4.512097
Analysed days: 21, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 22, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 23, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 24, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 25, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 26, Interpolated Closest Days: 9, distance 4.533411
Analysed days: 15, Interpolated Closest Days: 7, distance 4.538850
Analysed days: 13, Interpolated Closest Days: 7, distance 4.542511
Analysed days: 13, Interpolated Closest Days: 8, distance 4.542511
Analysed days: 13, Interpolated Closest Days: 9, distance 4.542511
Analysed days: 13, Interpolated Closest Days: 10, distance 4.542511
Analysed days: 13, Interpolated Closest Days: 11, distance 4.542511
Analysed days: 13, Interpolated Closest Days: 12, distance 4.542511
Analysed days: 28, Interpolated Closest Days: 3, distance 4.546484
Analysed days: 29, Interpolated Closest Days: 3, distance 4.546484
Analysed days: 28, Interpolated Closest Days: 2, distance 4.552606
Analysed days: 29, Interpolated Closest Days: 2, distance 4.552606
Analysed days: 17, Interpolated Closest Days: 9, distance 4.601025
Analysed days: 18, Interpolated Closest Days: 9, distance 4.601025
Analysed days: 19, Interpolated Closest Days: 9, distance 4.601025
Analysed days: 20, Interpolated Closest Days: 9, distance 4.601025
Analysed days: 13, Interpolated Closest Days: 5, distance 4.635021
Analysed days: 16, Interpolated Closest Days: 10, distance 4.650424
Analysed days: 16, Interpolated Closest Days: 11, distance 4.650424
Analysed days: 16, Interpolated Closest Days: 12, distance 4.650424
Analysed days: 16, Interpolated Closest Days: 13, distance 4.650424
Analysed days: 16, Interpolated Closest Days: 14, distance 4.650424
Analysed days: 16, Interpolated Closest Days: 15, distance 4.650424
Analysed days: 27, Interpolated Closest Days: 9, distance 4.656202
Analysed days: 16, Interpolated Closest Days: 6, distance 4.692664
Analysed days: 15, Interpolated Closest Days: 6, distance 4.748708
Analysed days: 17, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 18, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 19, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 20, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 21, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 22, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 23, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 24, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 25, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 26, Interpolated Closest Days: 8, distance 4.754852
Analysed days: 16, Interpolated Closest Days: 8, distance 4.790294
Analysed days: 6, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 7, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 8, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 9, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 10, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 11, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 12, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 13, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 14, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 15, Interpolated Closest Days: 1, distance 4.850538
Analysed days: 27, Interpolated Closest Days: 3, distance 4.975179
Analysed days: 13, Interpolated Closest Days: 4, distance 4.977667
Analysed days: 16, Interpolated Closest Days: 7, distance 4.993503
Analysed days: 27, Interpolated Closest Days: 2, distance 5.350152
Analysed days: 16, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 17, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 18, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 19, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 20, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 21, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 22, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 23, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 24, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 25, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 26, Interpolated Closest Days: 2, distance 5.557300
Analysed days: 16, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 17, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 18, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 19, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 20, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 21, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 22, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 23, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 24, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 25, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 26, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 27, Interpolated Closest Days: 1, distance 6.592345
Analysed days: 3, Interpolated Closest Days: 1, distance 6.857320
Analysed days: 4, Interpolated Closest Days: 1, distance 6.857320
Analysed days: 5, Interpolated Closest Days: 1, distance 6.857320
Analysed days: 2, Interpolated Closest Days: 1, distance 8.803308
